date,TCMNOM_Y1,TCMNOM_Y5
19930621,3.52,5.2
19930622,3.51,5.21
19930623,3.56,5.2
19930624,3.54,5.16
19930625,3.5,5.13
19930628,3.47,5.08
19930629,3.45,5.05
19930630,3.45,5.05
19930701,3.41,5.04
19930702,3.34,4.98
19930705,,
19930706,3.42,5.04
19930707,3.43,5.04
19930708,3.42,5.02
19930709,3.41,5
19930712,3.4,5
19930713,3.44,5.03
19930714,3.4,4.98
19930715,3.41,4.99
19930716,3.41,4.99
19930719,3.42,5
19930720,3.48,5.08
19930721,3.52,5.17
19930722,3.61,5.24
19930723,3.62,5.28
19930726,3.59,5.25
19930727,3.61,5.26
19930728,3.59,5.23
19930729,3.51,5.13
19930730,3.53,5.16
19930802,3.58,5.2
19930803,3.56,5.19
19930804,3.57,5.2
19930805,3.54,5.18
19930806,3.52,5.16
19930809,3.48,5.12
19930810,3.51,5.14
19930811,3.5,5.13
19930812,3.47,5.13
19930813,3.43,5.08
19930816,3.42,5.05
19930817,3.43,5.07
19930818,3.41,5.04
19930819,3.39,4.97
19930820,3.39,4.96
19930823,3.4,4.98
19930824,3.36,4.9
19930825,3.35,4.86
19930826,3.34,4.78
19930827,3.38,4.83
19930830,3.35,4.78
19930831,3.38,4.8
19930901,3.36,4.81
19930902,3.34,4.76
19930903,3.25,4.65
19930906,,
19930907,3.26,4.6
19930908,3.32,4.63
19930909,3.37,4.74
19930910,3.32,4.67
19930913,3.33,4.66
19930914,3.41,4.77
19930915,3.39,4.75
19930916,3.39,4.74
19930917,3.39,4.75
19930920,3.41,4.79
19930921,3.38,4.8
19930922,3.39,4.81
19930923,3.39,4.8
19930924,3.39,4.81
19930927,3.32,4.69
19930928,3.32,4.67
19930929,3.36,4.74
19930930,3.39,4.79
19931001,3.35,4.72
19931004,3.35,4.71
19931005,3.38,4.72
19931006,3.36,4.7
19931007,3.35,4.69
19931008,3.33,4.61
19931011,,
19931012,3.36,4.64
19931013,3.36,4.64
19931014,3.36,4.61
19931015,3.35,4.57
19931018,3.39,4.66
19931019,3.39,4.66
19931020,3.38,4.64
19931021,3.4,4.72
19931022,3.42,4.76
19931025,3.45,4.82
19931026,3.45,4.79
19931027,3.47,4.82
19931028,3.47,4.83
19931029,3.47,4.83
19931101,3.53,4.96
19931102,3.59,5.02
19931103,3.56,5.01
19931104,3.55,5.03
19931105,3.58,5.11
19931108,3.55,5.04
19931109,3.54,5.02
19931110,3.56,5.08
19931111,,
19931112,3.54,5.02
19931115,3.56,5.02
19931116,3.56,4.98
19931117,3.55,4.99
19931118,3.59,5.06
19931119,3.64,5.16
19931122,3.65,5.2
19931123,3.6,5.14
19931124,3.6,5.11
19931125,,
19931126,3.58,5.08
19931129,3.6,5.08
19931130,3.65,5.15
19931201,3.62,5.14
19931202,3.62,5.16
19931203,3.62,5.16
19931206,3.57,5.09
19931207,3.6,5.1
19931208,3.6,5.09
19931209,3.6,5.07
19931210,3.62,5.13
19931213,3.62,5.16
19931214,3.63,5.2
19931215,3.61,5.19
19931216,3.6,5.2
19931217,3.58,5.17
19931220,3.61,5.2
19931221,3.62,5.22
19931222,3.59,5.13
19931223,3.59,5.1
19931224,,
19931227,3.61,5.09
19931228,3.6,5.1
19931229,3.6,5.12
19931230,3.62,5.2
19931231,3.63,5.21
19940103,3.67,5.29
19940104,3.65,5.26
19940105,3.66,5.27
19940106,3.65,5.21
19940107,3.54,5.03
19940110,3.53,5.01
19940111,3.51,5
19940112,3.47,4.95
19940113,3.52,5.08
19940114,3.55,5.12
19940117,,
19940118,3.53,5.09
19940119,3.52,5.08
19940120,3.47,5.02
19940121,3.5,5.05
19940124,3.5,5.06
19940125,3.51,5.08
19940126,3.53,5.09
19940127,3.52,5.04
19940128,3.49,4.99
19940131,3.53,5.02
19940201,3.6,5.1
19940202,3.61,5.11
19940203,3.73,5.17
19940204,3.84,5.32
19940207,3.83,5.36
19940208,3.86,5.38
19940209,3.85,5.35
19940210,3.86,5.36
19940211,3.84,5.34
19940214,3.85,5.36
19940215,3.85,5.34
19940216,3.86,5.35
19940217,3.89,5.45
19940218,3.93,5.52
19940221,,
19940222,3.93,5.5
19940223,4.01,5.59
19940224,4.03,5.66
19940225,4.05,5.65
19940228,4.03,5.6
19940301,4.16,5.74
19940302,4.15,5.74
19940303,4.21,5.79
19940304,4.26,5.82
19940307,4.23,5.77
19940308,4.28,5.84
19940309,4.29,5.84
19940310,4.3,5.9
19940311,4.28,5.89
19940314,4.32,5.94
19940315,4.32,5.91
19940316,4.28,5.86
19940317,4.28,5.88
19940318,4.35,5.97
19940321,4.41,6.03
19940322,4.33,5.92
19940323,4.32,5.92
19940324,4.37,6.05
19940325,4.38,6.08
19940328,4.41,6.1
19940329,4.46,6.19
19940330,4.45,6.24
19940331,4.5,6.23
19940401,,
19940404,4.83,6.64
19940405,4.72,6.47
19940406,4.67,6.42
19940407,4.64,6.38
19940408,4.68,6.46
19940411,4.69,6.46
19940412,4.66,6.4
19940413,4.69,6.47
19940414,4.72,6.51
19940415,4.73,6.5
19940418,4.91,6.7
19940419,4.92,6.68
19940420,4.91,6.62
19940421,4.87,6.49
19940422,4.9,6.53
19940425,4.91,6.48
19940426,4.93,6.46
19940427,,
19940428,5.05,6.65
19940429,5.07,6.64
19940502,5.12,6.69
19940503,5.19,6.73
19940504,5.22,6.74
19940505,5.21,6.7
19940506,5.4,6.95
19940509,5.55,7.09
19940510,5.48,6.93
19940511,5.52,7.02
19940512,5.48,6.97
19940513,5.41,6.89
19940516,5.41,6.85
19940517,5.29,6.66
19940518,5.21,6.61
19940519,5.12,6.52
19940520,5.14,6.59
19940523,5.28,6.76
19940524,5.28,6.75
19940525,5.28,6.74
19940526,5.28,6.69
19940527,5.35,6.73
19940530,,
19940531,5.38,6.77
19940601,5.36,6.74
19940602,5.29,6.68
19940603,5.22,6.59
19940606,5.15,6.49
19940607,5.16,6.53
19940608,5.13,6.53
19940609,5.15,6.54
19940610,5.2,6.6
19940613,5.22,6.66
19940614,5.14,6.58
19940615,5.19,6.67
19940616,5.15,6.65
19940617,5.2,6.71
19940620,5.24,6.74
19940621,5.31,6.82
19940622,5.28,6.75
19940623,5.29,6.7
19940624,5.37,6.81
19940627,5.37,6.79
19940628,5.48,6.88
19940629,5.47,6.87
19940630,5.51,6.97
19940701,5.5,6.95
19940704,,
19940705,5.48,6.93
19940706,5.46,6.92
19940707,5.45,6.89
19940708,5.58,7.04
19940711,5.61,7.09
19940712,5.55,7.03
19940713,5.52,7.02
19940714,5.38,6.85
19940715,5.37,6.84
19940718,5.34,6.79
19940719,5.3,6.73
19940720,5.4,6.84
19940721,5.5,6.89
19940722,5.53,6.92
19940725,5.53,6.9
19940726,5.53,6.9
19940727,5.57,6.99
19940728,5.56,6.94
19940729,5.37,6.73
19940801,5.4,6.75
19940802,5.35,6.73
19940803,5.34,6.7
19940804,5.36,6.72
19940805,5.59,6.93
19940808,5.6,6.93
19940809,5.62,6.97
19940810,5.58,6.95
19940811,5.62,7
19940812,5.6,6.94
19940815,5.64,6.96
19940816,5.62,6.86
19940817,5.56,6.81
19940818,5.68,6.93
19940819,5.64,6.92
19940822,5.66,6.97
19940823,5.63,6.94
19940824,5.57,6.87
19940825,5.59,6.93
19940826,5.58,6.87
19940829,5.58,6.87
19940830,5.56,6.83
19940831,5.56,6.81
19940901,5.56,6.81
19940902,5.55,6.82
19940905,,
19940906,5.58,6.88
19940907,5.6,6.92
19940908,5.59,6.92
19940909,5.7,7.06
19940912,5.72,7.08
19940913,5.7,7.05
19940914,5.68,7.02
19940915,5.69,6.97
19940916,5.79,7.13
19940919,5.78,7.11
19940920,5.82,7.15
19940921,5.9,7.2
19940922,5.88,7.2
19940923,5.89,7.2
19940926,5.91,7.21
19940927,5.89,7.24
19940928,5.88,7.21
19940929,5.95,7.29
19940930,5.96,7.28
19941003,6.06,7.35
19941004,6.06,7.37
19941005,6.1,7.42
19941006,6.1,7.43
19941007,6.01,7.34
19941010,,
19941011,6.01,7.3
19941012,6.05,7.34
19941013,6.07,7.3
19941014,6.01,7.26
19941017,6.04,7.28
19941018,6.04,7.29
19941019,6.07,7.34
19941020,6.18,7.46
19941021,6.19,7.46
19941024,6.24,7.52
19941025,6.25,7.54
19941026,6.23,7.55
19941027,6.23,7.55
19941028,6.17,7.48
19941031,6.18,7.48
19941101,6.25,7.58
19941102,6.28,7.63
19941103,6.31,7.65
19941104,6.39,7.72
19941107,6.42,7.73
19941108,6.39,7.69
19941109,6.37,7.64
19941110,6.5,7.69
19941111,,
19941114,6.49,7.66
19941115,6.55,7.69
19941116,6.59,7.73
19941117,6.62,7.79
19941118,6.64,7.79
19941121,6.68,7.83
19941122,6.67,7.82
19941123,6.57,7.64
19941124,,
19941125,6.58,7.65
19941128,6.74,7.77
19941129,6.85,7.86
19941130,6.91,7.79
19941201,6.94,7.8
19941202,7.01,7.71
19941205,7.15,7.78
19941206,7.01,7.65
19941207,7.01,7.74
19941208,7.17,7.77
19941209,7.15,7.74
19941212,7.24,7.82
19941213,7.32,7.84
19941214,7.2,7.74
19941215,7.09,7.73
19941216,7.14,7.76
19941219,7.13,7.77
19941220,7.06,7.76
19941221,7.04,7.75
19941222,7.17,7.83
19941223,7.2,7.86
19941226,,
19941227,7.18,7.78
19941228,7.25,7.81
19941229,7.2,7.83
19941230,7.2,7.83
19950102,,
19950103,7.23,7.88
19950104,7.15,7.81
19950105,7.32,7.87
19950106,7.26,7.87
19950109,7.27,7.9
19950110,7.21,7.85
19950111,7.13,7.8
19950112,7.08,7.8
19950113,6.89,7.64
19950116,,
19950117,6.99,7.68
19950118,7.03,7.71
19950119,7.03,7.74
19950120,7.04,7.8
19950123,7.02,7.8
19950124,7.04,7.82
19950125,6.96,7.76
19950126,6.9,7.7
19950127,6.82,7.6
19950130,6.8,7.55
19950131,6.84,7.54
19950201,6.97,7.56
19950202,7.01,7.63
19950203,6.77,7.4
19950206,6.79,7.43
19950207,6.78,7.44
19950208,6.74,7.43
19950209,6.79,7.5
19950210,6.85,7.55
19950213,6.85,7.54
19950214,6.77,7.45
19950215,6.68,7.37
19950216,6.58,7.29
19950217,6.62,7.33
19950220,,
19950221,6.66,7.35
19950222,6.49,7.2
19950223,6.52,7.2
19950224,6.5,7.16
19950227,6.43,7.06
19950228,6.44,7.06
19950301,6.44,7.06
19950302,6.53,7.15
19950303,6.53,7.19
19950306,6.59,7.24
19950307,6.6,7.28
19950308,6.56,7.2
19950309,6.47,7.11
19950310,6.49,7.07
19950313,6.44,7.01
19950314,6.39,6.93
19950315,6.41,6.93
19950316,6.35,6.89
19950317,6.37,6.97
19950320,6.37,6.98
19950321,6.38,7.01
19950322,6.4,7.05
19950323,6.38,7.06
19950324,6.31,6.93
19950327,6.27,6.9
19950328,6.38,7.02
19950329,6.35,6.98
19950330,6.43,7.05
19950331,6.49,7.08
19950403,6.45,7
19950404,6.4,6.96
19950405,6.38,6.97
19950406,6.33,6.92
19950407,6.33,6.93
19950410,6.33,6.94
19950411,6.31,6.92
19950412,6.28,6.89
19950413,6.19,6.82
19950414,,
19950417,6.19,6.8
19950418,6.17,6.77
19950419,6.2,6.82
19950420,6.15,6.76
19950421,6.15,6.77
19950424,6.17,6.77
19950425,6.19,6.79
19950426,6.21,6.79
19950427,6.3,6.84
19950428,6.32,6.88
19950501,6.32,6.9
19950502,6.26,6.83
19950503,6.16,6.73
19950504,6.1,6.63
19950505,5.96,6.42
19950508,6.01,6.44
19950509,5.96,6.33
19950510,5.96,6.39
19950511,6.02,6.45
19950512,6.03,6.46
19950515,5.99,6.41
19950516,5.96,6.36
19950517,5.95,6.35
19950518,6.01,6.44
19950519,6.01,6.43
19950522,6.03,6.46
19950523,5.97,6.37
19950524,5.86,6.2
19950525,5.89,6.18
19950526,5.87,6.18
19950529,,
19950530,5.83,6.08
19950531,5.8,6.08
19950601,5.68,5.94
19950602,5.51,5.8
19950605,5.52,5.79
19950606,5.56,5.83
19950607,5.71,5.95
19950608,5.78,6.02
19950609,5.89,6.21
19950612,5.83,6.16
19950613,5.57,5.88
19950614,5.6,5.88
19950615,5.65,5.93
19950616,5.66,5.96
19950619,5.59,5.87
19950620,5.64,5.92
19950621,5.62,5.89
19950622,5.53,5.8
19950623,5.56,5.83
19950626,5.6,5.9
19950627,5.64,5.94
19950628,5.58,5.88
19950629,5.76,6.07
19950630,5.65,5.98
19950703,5.63,5.97
19950704,,
19950705,5.62,5.95
19950706,5.43,5.75
19950707,5.42,5.74
19950710,5.43,5.74
19950711,5.47,5.8
19950712,5.44,5.8
19950713,5.46,5.8
19950714,5.53,5.89
19950717,5.55,5.97
19950718,5.57,6.01
19950719,5.6,6.15
19950720,5.71,6.15
19950721,5.75,6.26
19950724,5.75,6.2
19950725,5.75,6.19
19950726,5.75,6.24
19950727,5.66,6.18
19950728,5.69,6.22
19950731,5.67,6.16
19950801,5.71,6.22
19950802,5.66,6.15
19950803,5.7,6.24
19950804,5.68,6.2
19950807,5.67,6.18
19950808,5.68,6.17
19950809,5.69,6.21
19950810,5.7,6.25
19950811,5.8,6.37
19950814,5.81,6.36
19950815,5.86,6.37
19950816,5.84,6.32
19950817,5.89,6.37
19950818,5.88,6.36
19950821,5.84,6.31
19950822,5.88,6.35
19950823,5.87,6.37
19950824,5.77,6.26
19950825,5.7,6.13
19950828,5.66,6.1
19950829,5.71,6.15
19950830,5.66,6.1
19950831,5.65,6.07
19950901,5.6,6
19950904,,
19950905,5.6,5.96
19950906,5.6,5.95
19950907,5.65,6
19950908,5.67,6.04
19950911,5.67,6.05
19950912,5.61,5.96
19950913,5.63,5.99
19950914,5.51,5.87
19950915,5.55,5.91
19950918,5.56,5.97
19950919,5.54,5.94
19950920,5.52,5.92
19950921,5.62,6.03
19950922,5.63,6.06
19950925,5.65,6.08
19950926,5.71,6.11
19950927,5.7,6.08
19950928,5.73,6.1
19950929,5.65,6.01
19951002,5.65,5.98
19951003,5.63,5.96
19951004,5.6,5.91
19951005,5.59,5.88
19951006,5.59,5.89
19951009,,
19951010,5.61,5.91
19951011,5.61,5.91
19951012,5.61,5.88
19951013,5.58,5.8
19951016,5.59,5.8
19951017,5.57,5.8
19951018,5.58,5.83
19951019,5.58,5.83
19951020,5.62,5.9
19951023,5.65,5.92
19951024,5.6,5.85
19951025,5.56,5.8
19951026,5.52,5.81
19951027,5.56,5.83
19951030,5.55,5.82
19951031,5.55,5.81
19951101,5.46,5.74
19951102,5.41,5.68
19951103,5.43,5.7
19951106,5.46,5.73
19951107,5.48,5.77
19951108,5.41,5.69
19951109,5.43,5.72
19951110,5.47,5.76
19951113,5.44,5.72
19951114,5.43,5.71
19951115,5.47,5.77
19951116,5.42,5.68
19951117,5.4,5.66
19951120,5.41,5.66
19951121,5.45,5.7
19951122,5.46,5.72
19951123,,
19951124,5.43,5.7
19951127,5.41,5.67
19951128,5.44,5.67
19951129,5.42,5.6
19951130,5.36,5.53
19951201,5.33,5.49
19951204,5.32,5.43
19951205,5.33,5.45
19951206,5.34,5.49
19951207,5.35,5.54
19951208,5.39,5.56
19951211,5.35,5.53
19951212,5.36,5.55
19951213,5.37,5.56
19951214,5.35,5.55
19951215,5.32,5.55
19951218,5.38,5.66
19951219,5.28,5.58
19951220,5.27,5.55
19951221,5.29,5.53
19951222,5.26,5.5
19951225,,
19951226,5.26,5.48
19951227,5.23,5.46
19951228,5.18,5.43
19951229,5.18,5.38
19960101,,
19960102,5.17,5.39
19960103,5.16,5.36
19960104,5.19,5.39
19960105,5.19,5.42
19960108,5.19,5.41
19960109,5.16,5.41
19960110,5.19,5.5
19960111,5.16,5.47
19960112,5.14,5.4
19960115,,
19960116,5.06,5.37
19960117,5.04,5.29
19960118,5.01,5.25
19960119,5.02,5.27
19960122,5.06,5.34
19960123,5.06,5.37
19960124,5.03,5.3
19960125,5.06,5.41
19960126,5.02,5.34
19960129,5.05,5.37
19960130,4.98,5.3
19960131,4.9,5.25
19960201,4.88,5.24
19960202,4.85,5.24
19960205,4.88,5.3
19960206,4.87,5.28
19960207,4.86,5.27
19960208,4.84,5.27
19960209,4.82,5.25
19960212,4.8,5.17
19960213,4.79,5.14
19960214,4.8,5.17
19960215,4.84,5.23
19960216,4.84,5.29
19960219,,
19960220,5.09,5.53
19960221,5.05,5.56
19960222,4.99,5.47
19960223,5.02,5.53
19960226,5.05,5.56
19960227,5.12,5.63
19960228,5.22,5.73
19960229,5.23,5.73
19960301,5.07,5.6
19960304,5.02,5.52
19960305,5.07,5.6
19960306,5.13,5.68
19960307,5.14,5.71
19960308,5.39,6.05
19960311,5.38,6
19960312,5.41,6.04
19960313,5.39,6.03
19960314,5.38,6.03
19960315,5.51,6.19
19960318,5.51,6.16
19960319,5.47,6.15
19960320,5.41,6.05
19960321,5.4,6.01
19960322,5.41,6.05
19960325,5.38,6
19960326,5.38,6
19960327,5.45,6.12
19960328,5.48,6.2
19960329,5.41,6.1
19960401,5.41,6.09
19960402,5.44,6.02
19960403,5.46,6.06
19960404,5.48,6.12
19960405,5.63,6.4
19960408,5.67,6.46
19960409,5.6,6.37
19960410,5.64,6.44
19960411,5.65,6.5
19960412,5.53,6.31
19960415,5.47,6.27
19960416,5.48,6.28
19960417,5.53,6.33
19960418,5.56,6.39
19960419,5.5,6.32
19960422,5.48,6.28
19960423,5.48,6.31
19960424,5.51,6.34
19960425,5.57,6.31
19960426,5.55,6.29
19960429,5.57,6.33
19960430,5.62,6.4
19960501,5.6,6.39
19960502,5.69,6.56
19960503,5.69,6.61
19960506,5.66,6.57
19960507,5.71,6.6
19960508,5.66,6.56
19960509,5.68,6.57
19960510,5.62,6.45
19960513,5.62,6.45
19960514,5.58,6.4
19960515,5.58,6.39
19960516,5.6,6.45
19960517,5.58,6.41
19960520,5.56,6.38
19960521,5.57,6.41
19960522,5.56,6.38
19960523,5.63,6.44
19960524,5.61,6.42
19960527,,
19960528,5.63,6.44
19960529,5.7,6.56
19960530,5.71,6.55
19960531,5.77,6.64
19960603,5.78,6.64
19960604,5.78,6.62
19960605,5.76,6.6
19960606,5.71,6.52
19960607,5.86,6.75
19960610,5.88,6.77
19960611,5.87,6.77
19960612,5.88,6.81
19960613,5.85,6.8
19960614,5.8,6.72
19960617,5.78,6.68
19960618,5.78,6.71
19960619,5.81,6.74
19960620,5.87,6.77
19960621,5.84,6.74
19960624,5.83,6.72
19960625,5.82,6.7
19960626,5.83,6.67
19960627,5.77,6.59
19960628,5.7,6.47
19960701,5.74,6.49
19960702,5.8,6.56
19960703,5.75,6.53
19960704,,
19960705,5.97,6.82
19960708,5.98,6.81
19960709,5.95,6.78
19960710,5.89,6.71
19960711,5.85,6.67
19960712,5.84,6.65
19960715,5.86,6.67
19960716,5.77,6.61
19960717,5.79,6.61
19960718,5.79,6.5
19960719,5.81,6.55
19960722,5.86,6.62
19960723,5.85,6.6
19960724,5.86,6.63
19960725,5.85,6.65
19960726,5.85,6.62
19960729,5.93,6.69
19960730,5.88,6.65
19960731,5.85,6.57
19960801,5.74,6.41
19960802,5.6,6.26
19960805,5.6,6.28
19960806,5.61,6.29
19960807,5.62,6.3
19960808,5.62,6.29
19960809,5.57,6.25
19960812,5.58,6.24
19960813,5.63,6.32
19960814,5.61,6.33
19960815,5.66,6.37
19960816,5.61,6.31
19960819,5.64,6.34
19960820,5.62,6.34
19960821,5.62,6.35
19960822,5.62,6.38
19960823,5.69,6.48
19960826,5.77,6.57
19960827,5.76,6.55
19960828,5.77,6.56
19960829,5.82,6.61
19960830,5.91,6.73
19960902,,
19960903,5.94,6.71
19960904,5.97,6.74
19960905,5.98,6.76
19960906,5.92,6.72
19960909,5.91,6.67
19960910,5.93,6.7
19960911,5.94,6.7
19960912,5.9,6.64
19960913,5.74,6.48
19960916,5.74,6.49
19960917,5.83,6.57
19960918,5.84,6.61
19960919,5.85,6.65
19960920,5.85,6.62
19960923,5.85,6.6
19960924,5.73,6.52
19960925,5.7,6.46
19960926,5.65,6.41
19960927,5.68,6.43
19960930,5.71,6.46
19961001,5.65,6.39
19961002,5.61,6.35
19961003,5.61,6.35
19961004,5.47,6.2
19961007,5.53,6.25
19961008,5.53,6.26
19961009,5.56,6.31
19961010,5.66,6.37
19961011,5.57,6.29
19961014,,
19961015,5.58,6.3
19961016,5.58,6.31
19961017,5.52,6.25
19961018,5.52,6.25
19961021,5.55,6.27
19961022,5.57,6.31
19961023,5.56,6.31
19961024,5.56,6.29
19961025,5.55,6.26
19961028,5.56,6.29
19961029,5.46,6.12
19961030,5.46,6.12
19961031,5.44,6.1
19961101,5.46,6.11
19961104,5.46,6.1
19961105,5.43,6.03
19961106,5.44,6.05
19961107,5.44,6.01
19961108,5.45,6.04
19961111,,
19961112,5.43,5.98
19961113,5.42,5.99
19961114,5.4,5.93
19961115,5.4,5.96
19961118,5.41,5.97
19961119,5.4,5.94
19961120,5.4,5.92
19961121,5.43,5.94
19961122,5.44,5.94
19961125,5.43,5.92
19961126,5.41,5.91
19961127,5.41,5.91
19961128,,
19961129,5.38,5.84
19961202,5.4,5.85
19961203,5.39,5.84
19961204,5.41,5.89
19961205,5.44,5.99
19961206,5.45,6.02
19961209,5.43,5.97
19961210,5.43,5.99
19961211,5.49,6.14
19961212,5.49,6.14
19961213,5.46,6.06
19961216,5.49,6.13
19961217,5.51,6.17
19961218,5.55,6.21
19961219,5.5,6.13
19961220,5.49,6.12
19961223,5.52,6.12
19961224,5.51,6.13
19961225,,
19961226,5.5,6.13
19961227,5.47,6.09
19961230,5.47,6.1
19961231,5.51,6.21
19970101,,
19970102,5.63,6.3
19970103,5.6,6.28
19970106,5.61,6.3
19970107,5.61,6.32
19970108,5.61,6.34
19970109,5.57,6.27
19970110,5.66,6.4
19970113,5.66,6.4
19970114,5.6,6.3
19970115,5.57,6.3
19970116,5.61,6.33
19970117,5.6,6.32
19970120,,
19970121,5.6,6.29
19970122,5.6,6.32
19970123,5.62,6.35
19970124,5.62,6.39
19970127,5.66,6.42
19970128,5.61,6.38
19970129,5.61,6.38
19970130,5.63,6.35
19970131,5.58,6.26
19970203,5.54,6.21
19970204,5.54,6.19
19970205,5.53,6.21
19970206,5.53,6.22
19970207,5.49,6.17
19970210,5.5,6.16
19970211,5.52,6.18
19970212,5.52,6.19
19970213,5.48,6.12
19970214,5.45,6.07
19970217,,
19970218,5.46,6.08
19970219,5.46,6.1
19970220,5.49,6.17
19970221,5.48,6.16
19970224,5.5,6.19
19970225,5.52,6.2
19970226,5.64,6.37
19970227,5.66,6.4
19970228,5.67,6.39
19970303,5.68,6.41
19970304,5.7,6.44
19970305,5.71,6.43
19970306,5.72,6.45
19970307,5.68,6.39
19970310,5.7,6.4
19970311,5.68,6.4
19970312,5.71,6.43
19970313,5.76,6.55
19970314,5.74,6.53
19970317,5.77,6.55
19970318,5.77,6.56
19970319,5.79,6.58
19970320,5.83,6.61
19970321,5.88,6.61
19970324,5.87,6.58
19970325,5.91,6.63
19970326,5.97,6.66
19970327,6.02,6.76
19970328,,
19970331,6.02,6.77
19970401,6,6.74
19970402,5.98,6.73
19970403,5.95,6.72
19970404,5.98,6.78
19970407,5.97,6.73
19970408,5.98,6.76
19970409,5.98,6.77
19970410,5.99,6.78
19970411,6.04,6.85
19970414,6.04,6.86
19970415,5.99,6.76
19970416,5.99,6.79
19970417,5.96,6.75
19970418,5.94,6.73
19970421,5.97,6.76
19970422,5.97,6.73
19970423,6,6.78
19970424,6.05,6.83
19970425,6.08,6.83
19970428,6.06,6.81
19970429,5.92,6.64
19970430,5.9,6.57
19970501,5.89,6.55
19970502,5.88,6.54
19970505,5.88,6.54
19970506,5.9,6.56
19970507,5.95,6.63
19970508,5.93,6.59
19970509,5.86,6.51
19970512,5.85,6.5
19970513,5.88,6.6
19970514,5.86,6.54
19970515,5.84,6.52
19970516,5.87,6.55
19970519,5.89,6.57
19970520,5.83,6.54
19970521,5.81,6.57
19970522,5.87,6.61
19970523,5.85,6.59
19970526,,
19970527,5.89,6.64
19970528,5.91,6.65
19970529,5.84,6.61
19970530,5.78,6.51
19970602,5.78,6.52
19970603,5.77,6.49
19970604,5.77,6.49
19970605,5.76,6.49
19970606,5.71,6.39
19970609,5.75,6.44
19970610,5.75,6.46
19970611,5.75,6.45
19970612,5.68,6.35
19970613,5.65,6.3
19970616,5.65,6.28
19970617,5.66,6.31
19970618,5.66,6.29
19970619,5.65,6.29
19970620,5.63,6.27
19970623,5.66,6.3
19970624,5.66,6.31
19970625,5.67,6.34
19970626,5.63,6.36
19970627,5.62,6.35
19970630,5.67,6.4
19970701,5.64,6.33
19970702,5.64,6.3
19970703,5.57,6.2
19970704,,
19970707,5.55,6.17
19970708,5.55,6.17
19970709,5.53,6.15
19970710,5.53,6.15
19970711,5.52,6.13
19970714,5.56,6.16
19970715,5.56,6.16
19970716,5.51,6.11
19970717,5.57,6.11
19970718,5.59,6.16
19970721,5.61,6.18
19970722,5.52,6.07
19970723,5.52,6.06
19970724,5.52,6.06
19970725,5.53,6.08
19970728,5.52,6.06
19970729,5.47,6
19970730,5.46,5.95
19970731,5.45,5.9
19970801,5.52,6.08
19970804,5.53,6.12
19970805,5.55,6.13
19970806,5.53,6.11
19970807,5.54,6.14
19970808,5.6,6.23
19970811,5.63,6.2
19970812,5.63,6.22
19970813,5.6,6.19
19970814,5.57,6.13
19970815,5.53,6.1
19970818,5.5,6.06
19970819,5.51,6.07
19970820,5.53,6.1
19970821,5.57,6.15
19970822,5.57,6.21
19970825,5.6,6.25
19970826,5.6,6.24
19970827,5.6,6.23
19970828,5.56,6.18
19970829,5.59,6.22
19970901,,
19970902,5.57,6.2
19970903,5.57,6.21
19970904,5.6,6.22
19970905,5.58,6.24
19970908,5.61,6.23
19970909,5.6,6.24
19970910,5.61,6.26
19970911,5.59,6.27
19970912,5.54,6.17
19970915,5.54,6.17
19970916,5.47,6
19970917,5.46,5.99
19970918,5.47,6.02
19970919,5.48,6.01
19970922,5.46,5.99
19970923,5.48,6.02
19970924,5.46,5.97
19970925,5.5,6.04
19970926,5.47,5.99
19970929,5.47,5.99
19970930,5.47,6
19971001,5.44,5.93
19971002,5.44,5.91
19971003,5.42,5.89
19971006,5.4,5.85
19971007,5.38,5.82
19971008,5.46,5.96
19971009,5.48,5.98
19971010,5.54,6.03
19971013,,
19971014,5.5,5.97
19971015,5.52,6
19971016,5.51,6
19971017,5.56,6.08
19971020,5.56,6.07
19971021,5.57,6.07
19971022,5.58,6.06
19971023,5.48,5.95
19971024,5.46,5.94
19971027,5.29,5.79
19971028,5.41,5.89
19971029,5.35,5.78
19971030,5.33,5.73
19971031,5.36,5.72
19971103,5.44,5.79
19971104,5.46,5.83
19971105,5.45,5.84
19971106,5.42,5.79
19971107,5.42,5.81
19971110,5.46,5.82
19971111,,
19971112,5.43,5.81
19971113,5.42,5.79
19971114,5.43,5.8
19971117,5.45,5.79
19971118,5.48,5.8
19971119,5.47,5.77
19971120,5.49,5.8
19971121,5.43,5.77
19971124,5.47,5.81
19971125,5.49,5.8
19971126,5.5,5.82
19971127,,
19971128,5.52,5.83
19971201,5.56,5.83
19971202,5.56,5.83
19971203,5.53,5.8
19971204,5.49,5.78
19971205,5.56,5.87
19971208,5.63,5.92
19971209,5.59,5.9
19971210,5.51,5.85
19971211,5.48,5.77
19971212,5.42,5.71
19971215,5.47,5.74
19971216,5.47,5.74
19971217,5.5,5.77
19971218,5.49,5.74
19971219,5.5,5.7
19971222,5.55,5.71
19971223,5.55,5.71
19971224,5.54,5.72
19971225,,
19971226,5.54,5.72
19971229,5.55,5.73
19971230,5.55,5.76
19971231,5.51,5.71
19980101,,
19980102,5.46,5.63
19980105,5.35,5.46
19980106,5.3,5.41
19980107,5.31,5.45
19980108,5.2,5.34
19980109,5.08,5.22
19980112,5.13,5.24
19980113,5.17,5.28
